Serial Number,Name,Paid for the Course,Age,City,Education,Domain,Channel Name
2942,Timothy Estrada,0,42,Nellore,Engineering,Other,Channel 5
2943,Alejandro Branch,0,26,Firozabad,B.Com,Pharma/Medical/Biotech/Healthcare,Channel 1
2944,Melanie Thompson,0,21,Mysore,B.Com,Sales/Business Development/Legal,Channel 1
2945,Ashley Hardy,0,25,Asansol,BBM/MCA/MBA/Management & Others,Other,Channel 2
2946,Bradley Smith,0,24,Goa,Engineering,BPO/KPO/Customer Service/ITES,Channel 1
2947,Joshua Butler,1,20,Bangalore,B.Com,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
2948,Rachel Dyer,0,22,Lucknow,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
2949,Jonathan Beck,0,22,Kozhikode,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
2950,Sara Perez,0,33,Siliguri,B.Com/BBM/BBA/MBA/Management & others,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
2951,Kayla Buchanan,0,44,Kolkata,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 3
2952,Kendra Hickman,0,22,Agra,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
2953,Angela Hayes,0,36,Faridabad,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 2
2954,Christie Lowery,0,44,Pune,B.Com,Admin/Data Entry/Secretary/Front Office,Channel 3
2955,Joshua Salazar,0,19,Solapur,Engineering,Other,Channel 1
2956,Autumn Edwards,0,43,Mumbai,Engineering,Other,Channel 5
2957,Lindsey Hubbard,0,45,Hyderabad,B.Com,Other,Channel 2
2958,Victor Wong,0,18,Indore,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
2959,Dr. Cassandra Malone DDS,0,33,Sangli,BCA,Other,Channel 2
2960,Dakota Daniel,0,37,Shimla,Engineering,Other,Channel 2
2961,Steven Chase,0,25,Kakinada,Engineering,Teaching/Educators,Channel 1
2962,Kimberly Vincent,1,20,Hyderabad,B.Com/BBM/BBA/MBA/Management & others,Teaching/Educators,Channel 2
2963,Edward Gallegos,0,30,Pondicherry,Engineering,Other,Channel 2
2964,Dylan Carter,0,24,Gorakhpur,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
2965,Rachael Kirby,0,43,Mumbai,Engineering,BPO/KPO/Customer Service/ITES,Channel 3
2966,Tiffany Martinez,0,45,Pune,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 3
2967,Janet Perez,0,42,Dhanbad,Engineering,Other,Channel 5
2968,Laurie Le,0,25,Malappuram,Biology & Life Science,Other,Channel 1
2969,Catherine Sanders,0,36,Asansol,B.SC,Social Media Influencers,Channel 2
2970,Julie Jordan,0,45,Ahmedabad,Engineering,Sales/Business Development/Legal,Channel 3
2971,Dawn Fuller,0,35,Bhavnagar,B.Com,Admin/Data Entry/Secretary/Front Office,Channel 2
2972,Jorge Guerra,0,32,Hamirpur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
2973,Victoria Walker,0,36,Gulbarga,B.Com,Core Engineering/R&D,Channel 2
2974,Nicole Herman,0,40,Pune,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
2975,Henry Young,0,31,Firozabad,BBA,BPO/KPO/Customer Service/ITES,Channel 2
2976,James Cole,0,26,Kollam,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
2977,Brittany Smith,0,28,Tiruppur,B.SC,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
2978,Colin Thompson,0,21,Kakinada,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
2979,Sharon Farley,0,44,Mumbai,Engineering,Other,Channel 5
2980,Timothy Butler,0,22,Bhubaneswar,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
2981,Emily Richardson,1,24,Mumbai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
2982,Derek Lee,0,37,Malappuram,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
2983,Lynn Gonzalez,0,25,Madurai,B.Com/BBM/BBA/MBA/Management & others,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
2984,Douglas Davis,0,43,Delhi,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 3
2985,Michael Yang,0,22,Kollam,Engineering,Sales/Business Development/Legal,Channel 1
2986,Jessica Collins,0,23,Jabalpur,BBM/MCA/MBA/Management & Others,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
2987,Kimberly Chan,0,45,Ahmedabad,B.Com,Core Engineering/R&D,Channel 5
2988,Lisa Martin,0,44,Bangalore,BBM/MCA/MBA/Management & Others,Other,Channel 4
2989,Lucas White,0,33,Cuttack,B.Com,Hospitality/Travel,Channel 2
2990,Linda Barnes,0,40,Bangalore,BBM/MCA/MBA/Management & Others,Other,Channel 4
2991,Kristina Newton,0,28,Jamshedpur,Engineering,Other,Channel 1
2992,Michele Kaiser,0,24,Aurangabad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
2993,Felicia Brooks,0,43,Mumbai,Engineering,Other,Channel 3
2994,Maurice Bridges,0,45,Delhi,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
2995,Gabriel Franklin,0,36,Ujjain,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
2996,Steven Gutierrez,0,24,Dhanbad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
2997,Jessica Foster,0,41,Mumbai,Engineering,Other,Channel 3
2998,Julian Lester,0,34,Pondicherry,B.SC,Core Engineering/R&D,Channel 2
2999,Timothy Elliott,0,22,Tiruppur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3000,Anthony Oconnell,0,28,Firozabad,B.SC,Sales/Business Development/Legal,Channel 2
3001,William Hansen,0,26,Jalandhar,B.SC,Other,Channel 1
3002,Mr. John Garza,0,23,Bijapur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3003,Robert Martin,0,28,Jammu,Engineering,Teaching/Educators,Channel 1
3004,Sandra Ortiz,0,34,Bikaner,BBM/MCA/MBA/Management & Others,Other,Channel 2
3005,Rhonda Richardson,0,20,Bhopal,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3006,Alyssa Grimes,0,30,Faridabad,Engineering,Core Engineering/R&D,Channel 2
3007,Kevin Cummings,0,44,Chennai,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
3008,Vanessa Duke,0,37,Indore,BBM/MCA/MBA/Management & Others,Other,Channel 2
3009,Christina Clark,0,26,Gwalior,B.SC,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
3010,Matthew Green,0,36,Shimla,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 2
3011,Tracy Gilbert,0,26,Amritsar,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
3012,David Patterson,0,33,Belgaum,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
3013,Jeffrey Baxter MD,0,24,Asansol,B.Com,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
3014,Christopher Scott,0,24,Jabalpur,Engineering,Sales/Business Development/Legal,Channel 1
3015,Tracie Cox,1,18,Bangalore,Engineering,Sales/Business Development/Legal,Channel 1
3016,Nathaniel Mclean,0,45,Kolkata,BBM/MCA/MBA/Management & Others,Other,Channel 3
3017,Alexis Shaw,0,17,Durgapur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3018,Mary Ross,0,18,Hamirpur,B.SC,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
3019,Michael Jenkins,0,40,Chennai,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
3020,Cynthia Martin,0,45,Delhi,BBM/MCA/MBA/Management & Others,Other,Channel 3
3021,Michael Rice,0,28,Nagpur,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 2
3022,Edward Hall,0,27,Thrissur,Engineering,Sales/Business Development/Legal,Channel 1
3023,Nicholas Ross,1,28,Mumbai,Engineering,Other,Channel 4
3024,Colleen Jones,0,26,Jamnagar,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
3025,Cody Powers,0,40,Mumbai,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
3026,Robert Johnson,0,21,Ranchi,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3027,Robert Mueller,0,32,Jamshedpur,Engineering,Other,Channel 2
3028,Jimmy Roberts,0,41,Ahmedabad,B.Com/BBM/BBA/MBA/Management & others,BPO/KPO/Customer Service/ITES,Channel 5
3029,Linda Johns,0,44,Ahmedabad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
3030,Christopher Collins,0,45,Mumbai,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 3
3031,George Nelson,0,44,Pune,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 5
3032,Samantha Keith,0,25,Durgapur,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3033,Cynthia Jones,0,25,Faridabad,Engineering,Other,Channel 1
3034,Anthony Higgins,0,17,Bokaro Steel City,B.SC,Sales/Business Development/Legal,Channel 1
3035,Michael Williams,0,27,Ludhiana,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
3036,Heather Chase,0,19,Salem,BBM/MCA/MBA/Management & Others,Admin/Data Entry/Secretary/Front Office,Channel 1
3037,Matthew Jimenez,0,21,Patna,B.SC,Other,Channel 1
3038,Morgan King,0,41,Pune,Engineering,Pharma/Medical/Biotech/Healthcare,Channel 5
3039,Jeremy Blevins,0,24,Ranchi,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 1
3040,Phyllis Garrett,0,43,Delhi,B.Com,BPO/KPO/Customer Service/ITES,Channel 3
3041,Sara Burns,0,31,Gwalior,B.SC,Core Engineering/R&D,Channel 2
3042,Shannon Miller,0,18,Tiruchirappalli,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3043,James Bell,0,36,Nellore,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
3044,Alicia West,0,40,Mumbai,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 2
3045,James Munoz,0,21,Thrissur,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 1
3046,Brendan Jenkins,0,43,Delhi,Engineering,BPO/KPO/Customer Service/ITES,Channel 3
3047,Kristin Wallace,0,30,Asansol,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 2
3048,Kathy Knox,0,40,Hyderabad,B.Com,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
3049,Ashley Bryant,0,26,Vasai-Virar City,B.SC,Admin/Data Entry/Secretary/Front Office,Channel 1
3050,Lindsay Hernandez,0,34,Kollam,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 2
3051,Zachary Davidson,0,18,Chandigarh,BBM/MCA/MBA/Management & Others,Other,Channel 1
3052,Leslie Cummings,0,28,Jaipur,Engineering,Admin/Data Entry/Secretary/Front Office,Channel 2
3053,Kirk Murray,1,24,Mumbai,Engineering,Other,Channel 3
3054,Matthew Nelson,0,23,Jaipur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3055,Linda Moore,0,23,Jalandhar,B.Com/BBM/BBA/MBA/Management & others,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
3056,Joseph Donaldson,0,40,Kolkata,B.Com,Teaching/Educators,Channel 5
3057,Christopher Hernandez,0,20,Visakhapatnam,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 1
3058,Meredith Liu,0,33,Delhi,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
3059,Daniel Hall,1,20,Hyderabad,Health,Ed-Tech,Channel 2
3060,Yolanda Shaw,0,44,Ahmedabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
3061,Patrick Henry,0,23,Faridabad,BBA,Other,Channel 1
3062,Melissa Whitaker,0,37,Siliguri,B.Com,BPO/KPO/Customer Service/ITES,Channel 2
3063,David Cole,0,42,Mumbai,Engineering,Social Media Influencers,Channel 5
3064,George Holt,0,22,Mathura,BBA,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
3065,Cody Lee,0,24,Coimbatore,B.SC,Data Science/Data Analysis/Business Intelligence,Channel 1
3066,Molly Phillips,0,25,Coimbatore,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3067,Kristina Green,0,40,Chennai,Engineering,Other,Channel 5
3068,Morgan Ray,0,22,Kakinada,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3069,Meredith Cruz,0,41,Bangalore,Engineering,Data Science/Data Analysis/Business Intelligence,Channel 4
3070,Mary Shannon,0,43,Hyderabad,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
3071,Abigail Alvarez,0,26,Tiruchirappalli,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 2
3072,Christy Clark,0,17,Hubli–Dharwad,B.SC,BPO/KPO/Customer Service/ITES,Channel 1
3073,Heather Bailey,0,44,Pune,BCA,Other,Channel 5
3074,Christopher Alexander,0,18,Dhanbad,B.SC,Pharma/Medical/Biotech/Healthcare,Channel 1
3075,Matthew Allen,0,37,Jodhpur,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 2
3076,Melissa Lloyd,0,17,Mathura,BCA,Core Engineering/R&D,Channel 1
3077,Nicole Adams,0,35,Kozhikode,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
3078,Karen Hill,0,27,Belgaum,B.Com/BBM/BBA/MBA/Management & others,Other,Channel 1
3079,Catherine Stewart,0,23,Bilaspur,Engineering,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 1
3080,Tracy Holloway,0,31,Ujjain,Engineering,Other,Channel 2
3081,James Powell,0,40,Hyderabad,B.Com,Teaching/Educators,Channel 3
3082,Kevin Watson,0,45,Pune,Engineering,Pharma/Medical/Biotech/Healthcare,Channel 3
3083,David Chang,1,24,Kolkata,Engineering,Teaching/Educators,Channel 3
3084,Brooke Henderson,0,26,Jaipur,B.Com,Core Engineering/R&D,Channel 1
3085,Nicholas Rodriguez,0,42,Mumbai,Engineering,Other,Channel 3
3086,Amy Roman,0,32,Chennai,Engineering,BPO/KPO/Customer Service/ITES,Channel 2
3087,Jennifer Cardenas,0,24,Amravati,Engineering,Pharma/Medical/Biotech/Healthcare,Channel 1
3088,Charles Russo,0,41,Bhopal,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
3089,Mrs. Pamela Smith,0,17,Varanasi,Engineering,Other,Channel 1
3090,Cindy Callahan,0,41,Bangalore,BCA,Ed-Tech,Channel 3
3091,Amy Young,0,22,Dhanbad,B.Com/BBM/BBA/MBA/Management & others,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 1
3092,Heidi Herring,0,37,Bhubaneswar,Engineering,Other,Channel 2
3093,Susan Gonzalez,0,31,Surat,B.Com,Sales/Business Development/Legal,Channel 2
3094,Taylor Jones,0,44,Chennai,B.SC,Core Engineering/R&D,Channel 5
3095,Paula Hawkins,0,44,Hyderabad,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
3096,Allen Burns,0,25,Tiruppur,B.SC,Other,Channel 1
3097,Kevin Rogers,1,44,Meerut,BCA,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
3098,Sylvia Myers,0,18,Rourkela,B.Com,BPO/KPO/Customer Service/ITES,Channel 1
3099,Mark Carter,0,41,Kolkata,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 3
3100,Christopher Hawkins,0,22,Guntur,B.SC,Sales/Business Development/Legal,Channel 1
3101,Crystal Davis,0,19,Asansol,BBM/MCA/MBA/Management & Others,Teaching/Educators,Channel 1
3102,Tina Gordon,0,22,Jammu,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3103,Kimberly Davis,0,19,Jaipur,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3104,Daniel Myers,0,32,Jalandhar,Engineering,Sales/Business Development/Legal,Channel 2
3105,Alexis White,0,26,Varanasi,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3106,James Brown,0,19,Bareilly,Engineering,Other,Channel 1
3107,Jennifer Duran,0,41,Bangalore,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
3108,Gregory Lee,0,42,Pune,BBM/MCA/MBA/Management & Others,Sales/Business Development/Legal,Channel 5
3109,Jessica Thompson,1,34,Bhavnagar,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
3110,Miguel Nelson,0,37,Guwahati,BBM/MCA/MBA/Management & Others,Management/Leadership/Business Owner/Startup Founder/CXO,Channel 2
3111,James Malone,1,37,Asansol,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
3112,Taylor Mccoy,0,40,Ahmedabad,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
3113,Theresa Stewart,0,44,Hyderabad,BCA,IT/Software/Programming/Testing/Devops/Product Management,Channel 5
3114,Sarah Miller,0,36,Guwahati,Engineering,Other,Channel 2
3115,Robert Quinn,0,24,Kannur,B.SC,Data Science/Data Analysis/Business Intelligence,Channel 1
3116,Carol Rodriguez,1,18,Delhi,B.SC,Teaching/Educators,Channel 2
3117,Brent Russell,0,45,Ahmedabad,Engineering,Hospitality/Travel,Channel 5
3118,Allison Hernandez,0,22,Meerut,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3119,Jennifer Lin,0,45,Kolkata,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 3
3120,Misty Mullins,0,33,Guntur,B.SC,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 2
3121,Juan Cruz,0,42,Mumbai,B.Com/BBM/BBA/MBA/Management & others,Admin/Data Entry/Secretary/Front Office,Channel 3
3122,Cathy Sampson,0,44,Kolkata,B.Com,Other,Channel 2
3123,Kelli Grant,0,20,Thrissur,BBM/MCA/MBA/Management & Others,IT/Software/Programming/Testing/Devops/Product Management,Channel 1
3124,Derrick Mcclure,0,27,Varanasi,Engineering,Pharma/Medical/Biotech/Healthcare,Channel 2
3125,Nicholas Edwards,0,17,Bilaspur,BCA,Other,Channel 1
3126,Lauren Willis,1,26,Mumbai,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 4
3127,Kevin Mcconnell,0,22,Vijayawada,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 1
3128,Karen Bruce,1,24,Ahmedabad,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 4
3129,Megan Diaz,0,22,Vadodara,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
3130,Paul Beard,0,35,Solapur,B.SC,BPO/KPO/Customer Service/ITES,Channel 2
3131,Steven James,0,23,Gulbarga,Engineering,Teaching/Educators,Channel 1
3132,Hannah Carpenter,0,37,Jalandhar,BBM/MCA/MBA/Management & Others,Data Science/Data Analysis/Business Intelligence,Channel 2
3133,Christopher Williams,0,44,Kolkata,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 3
3134,April Olson,0,42,Kolkata,Engineering,BFSI/Tax/Audit/Insurance/Accounts/CA/Company Secretary,Channel 3
3135,Phillip Marshall,0,45,Chennai,B.Com/BBM/BBA/MBA/Management & others,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 2
3136,Robert Henry Jr.,0,31,Sangli,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
3137,Dana Vaughn,0,45,Chennai,B.SC,BPO/KPO/Customer Service/ITES,Channel 5
3138,Bradley Choi,0,37,Jodhpur,BCA,Other,Channel 2
3139,Kristina Adkins,0,44,Mumbai,Engineering,Other,Channel 5
3140,Bruce Church,0,35,Jamnagar,Engineering,Sales/Business Development/Legal,Channel 2
3141,Maria Cross,0,43,Kolkata,Engineering,Sales/Business Development/Legal,Channel 5
3142,Roger Graham,1,28,Mumbai,B.Com,Data Science/Data Analysis/Business Intelligence,Channel 4
3143,Todd Gonzalez,0,20,Agra,BBM/MCA/MBA/Management & Others,Teaching/Educators,Channel 1
3144,Karen Fields,0,30,Bhubaneswar,B.SC,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
3145,Courtney Smith,0,26,Bijapur,BBM/MCA/MBA/Management & Others,BPO/KPO/Customer Service/ITES,Channel 1
3146,Michelle Ellis DDS,1,24,Ahmedabad,Engineering,Other,Channel 4
3147,Timothy Sutton,0,21,Cuttack,Engineering,Digital Marketing/UI UX/Designers/PR/Content Creation,Channel 1
3148,Karen Roman,0,32,Gulbarga,Engineering,IT/Software/Programming/Testing/Devops/Product Management,Channel 2
